Animal_Type,Breed,Age,Gender,Weight,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Duration,Appetite_Loss,Vomiting,Diarrhea,Coughing,Labored_Breathing,Lameness,Skin_Lesions,Nasal_Discharge,Eye_Discharge,Body_Temperature,Heart_Rate,Water_Intake,Daily_Steps,Disease_Prediction
Komodo Dragon,Exotic,24,Male,67.5 kg,Nasal Discharge,Labored Breathing,Lameness,Appetite Loss,2 days,Yes,Yes,No,No,Yes,Yes,No,Yes,No,35.0°C,47,1.6 L,938,Fungal Dermatitis
Komodo Dragon,Exotic,10,Female,69.4 kg,Weakness,Lethargy,Labored Breathing,Skin Lesions,3 weeks,Yes,No,No,No,Yes,No,Yes,Yes,No,35.1°C,66,1.7 L,1047,Parasitic Gastritis
Komodo Dragon,Exotic,9,Male,71.6 kg,Weight Loss,Eye Discharge,Lameness,Dehydration,1 week,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,36.9°C,54,1.9 L,1005,Bacterial Pneumonia
Komodo Dragon,Exotic,10,Male,76.2 kg,Weight Loss,Skin Lesions,Coughing,Eye Discharge,3 weeks,No,Yes,No,Yes,No,Yes,Yes,No,Yes,37.6°C,67,2.4 L,1597,Heat Stress
Komodo Dragon,Exotic,12,Female,57.0 kg,Eye Discharge,Lameness,Appetite Loss,Vomiting,1 week,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,36.8°C,60,0.5 L,170,Heat Stress
Komodo Dragon,Exotic,11,Male,73.2 kg,Coughing,Nasal Discharge,Lethargy,Fever,2 days,Yes,No,No,Yes,Yes,No,No,Yes,Yes,36.6°C,58,2.4 L,1222,Parasitic Gastritis
Komodo Dragon,Exotic,11,Male,75.2 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,31.9°C,32,4.3 L,2099,Healthy
Komodo Dragon,Exotic,20,Female,79.4 kg,Dehydration,Appetite Loss,Nasal Discharge,Lethargy,1 week,Yes,Yes,Yes,No,No,No,No,Yes,No,36.6°C,42,1.1 L,302,Parasitic Gastritis
Komodo Dragon,Exotic,12,Male,81.3 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,32.8°C,23,2.1 L,2065,Healthy
Komodo Dragon,Exotic,10,Male,78.7 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,30.1°C,36,2.9 L,3390,Healthy
Komodo Dragon,Exotic,13,Female,79.6 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,30.3°C,26,2.7 L,2942,Healthy
Komodo Dragon,Exotic,11,Female,70.8 kg,Weight Loss,Eye Discharge,Labored Breathing,Skin Lesions,1 week,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,36.5°C,71,0.8 L,480,Heat Stress
Komodo Dragon,Exotic,1,Female,74.8 kg,Skin Lesions,Diarrhea,Labored Breathing,Vomiting,1 week,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,38.0°C,60,1.0 L,897,Viral Infection
Komodo Dragon,Exotic,1,Female,80.4 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,30.5°C,37,3.9 L,3728,Healthy
Komodo Dragon,Exotic,19,Male,80.5 kg,Sneezing,Labored Breathing,Vomiting,Diarrhea,2 days,Yes,Yes,Yes,No,Yes,No,No,No,No,37.5°C,71,1.6 L,306,Viral Infection
Komodo Dragon,Exotic,8,Male,81.8 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,30.3°C,38,3.9 L,3948,Healthy
Komodo Dragon,Exotic,16,Female,76.9 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,32.5°C,29,3.7 L,2641,Healthy
Komodo Dragon,Exotic,3,Female,84.3 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,30.6°C,33,3.3 L,3608,Healthy
Komodo Dragon,Exotic,15,Female,49.3 kg,Fever,Appetite Loss,Nasal Discharge,Weakness,4 days,Yes,No,Yes,No,Yes,No,Yes,Yes,No,35.5°C,75,0.7 L,1360,Parasitic Gastritis
Komodo Dragon,Exotic,14,Female,75.4 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,31.8°C,26,4.1 L,2137,Healthy
Komodo Dragon,Exotic,7,Male,74.6 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,31.3°C,38,3.3 L,2819,Healthy
Komodo Dragon,Exotic,6,Female,67.9 kg,Dehydration,Sneezing,Eye Discharge,Skin Lesions,2 weeks,Yes,No,No,No,Yes,No,Yes,Yes,Yes,36.1°C,43,1.2 L,997,Bacterial Pneumonia
Komodo Dragon,Exotic,18,Male,84.2 kg,Vomiting,Sneezing,Lameness,Labored Breathing,2 weeks,Yes,Yes,Yes,No,Yes,Yes,No,No,No,37.7°C,47,1.0 L,1564,Fungal Dermatitis
Komodo Dragon,Exotic,9,Female,83.8 kg,Diarrhea,Weakness,Lethargy,Vomiting,3 weeks,No,Yes,Yes,Yes,Yes,No,No,No,No,37.1°C,63,0.8 L,460,Fungal Dermatitis
Komodo Dragon,Exotic,16,Male,51.2 kg,Lameness,Diarrhea,Dehydration,Nasal Discharge,2 days,Yes,No,Yes,No,Yes,Yes,No,Yes,No,37.9°C,76,1.7 L,459,Parasitic Gastritis
Komodo Dragon,Exotic,14,Male,75.1 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,30.3°C,33,2.8 L,2610,Healthy
Komodo Dragon,Exotic,6,Male,73.6 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,32.8°C,30,2.5 L,3741,Healthy
Komodo Dragon,Exotic,22,Male,84.0 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,31.0°C,37,3.9 L,2023,Healthy
Komodo Dragon,Exotic,7,Female,89.6 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,34.6°C,23,3.9 L,3628,Healthy
Komodo Dragon,Exotic,11,Female,70.3 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,32.2°C,23,4.8 L,2384,Healthy
Komodo Dragon,Exotic,1,Male,51.2 kg,Weakness,Appetite Loss,Dehydration,Fever,3 weeks,Yes,Yes,No,No,No,No,No,Yes,Yes,37.8°C,59,0.7 L,146,Fungal Dermatitis
Komodo Dragon,Exotic,1,Male,75.7 kg,Nasal Discharge,Skin Lesions,Labored Breathing,Weakness,2 weeks,Yes,No,Yes,No,Yes,No,Yes,Yes,No,36.3°C,76,2.1 L,660,Bacterial Pneumonia
Komodo Dragon,Exotic,10,Female,51.3 kg,Labored Breathing,Weight Loss,Lethargy,Eye Discharge,10 days,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,36.1°C,71,0.5 L,529,Heat Stress
Komodo Dragon,Exotic,7,Male,49.4 kg,Skin Lesions,Appetite Loss,Sneezing,Eye Discharge,2 days,Yes,Yes,No,No,No,No,Yes,Yes,Yes,36.8°C,48,1.4 L,838,Nutritional Deficiency
Komodo Dragon,Exotic,5,Female,60.6 kg,Sneezing,Eye Discharge,Skin Lesions,Lameness,2 days,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,36.1°C,76,0.4 L,747,Bacterial Pneumonia
Komodo Dragon,Exotic,23,Male,58.3 kg,Lameness,Dehydration,Weight Loss,Vomiting,10 days,Yes,Yes,Yes,No,No,Yes,No,No,Yes,37.4°C,66,2.4 L,908,Fungal Dermatitis
Komodo Dragon,Exotic,13,Male,59.9 kg,Nasal Discharge,Weight Loss,Labored Breathing,Eye Discharge,3 weeks,Yes,No,No,No,Yes,No,No,Yes,Yes,35.7°C,69,0.7 L,855,Bacterial Pneumonia
Komodo Dragon,Exotic,2,Male,82.6 kg,Vomiting,Diarrhea,Lethargy,Nasal Discharge,3 weeks,No,Yes,Yes,Yes,No,No,No,Yes,No,35.5°C,43,2.4 L,864,Parasitic Gastritis
Komodo Dragon,Exotic,23,Male,72.0 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,32.7°C,20,4.8 L,3097,Healthy
Komodo Dragon,Exotic,10,Female,59.1 kg,Sneezing,Lethargy,Skin Lesions,Appetite Loss,2 weeks,Yes,Yes,Yes,No,Yes,No,Yes,No,No,37.6°C,62,1.2 L,564,Nutritional Deficiency
Komodo Dragon,Exotic,3,Male,83.6 kg,Lameness,Labored Breathing,Weakness,Weight Loss,3 weeks,Yes,No,Yes,No,Yes,Yes,No,No,No,35.6°C,70,1.6 L,1381,Fungal Dermatitis
Komodo Dragon,Exotic,5,Female,89.4 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,32.4°C,28,2.8 L,2436,Healthy
Komodo Dragon,Exotic,11,Female,65.3 kg,Lameness,Fever,Labored Breathing,Coughing,2 weeks,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,37.2°C,45,1.5 L,1548,Heat Stress
Komodo Dragon,Exotic,18,Female,65.8 kg,Appetite Loss,Dehydration,Diarrhea,Coughing,2 weeks,Yes,No,Yes,Yes,No,No,No,No,No,36.9°C,60,1.1 L,1047,Heat Stress
Komodo Dragon,Exotic,3,Female,71.4 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,33.9°C,37,4.5 L,2432,Healthy
Komodo Dragon,Exotic,1,Male,76.9 kg,Vomiting,Diarrhea,Weakness,Appetite Loss,10 days,Yes,Yes,Yes,No,No,Yes,No,No,Yes,37.3°C,68,0.5 L,164,Fungal Dermatitis
Komodo Dragon,Exotic,20,Female,59.5 kg,Nasal Discharge,Lethargy,Fever,Weakness,2 days,No,No,No,Yes,Yes,No,No,Yes,No,35.9°C,42,1.1 L,1460,Viral Infection
Komodo Dragon,Exotic,17,Male,53.1 kg,Diarrhea,Weakness,Eye Discharge,Appetite Loss,2 days,Yes,Yes,Yes,No,No,No,No,Yes,Yes,36.2°C,58,1.8 L,751,Fungal Dermatitis
Komodo Dragon,Exotic,23,Male,72.8 kg,Fever,Sneezing,Lameness,Labored Breathing,10 days,Yes,No,No,No,Yes,Yes,No,Yes,Yes,37.2°C,52,1.3 L,1175,Heat Stress
Komodo Dragon,Exotic,9,Male,89.3 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,30.7°C,22,2.1 L,2845,Healthy
Komodo Dragon,Exotic,12,Male,74.2 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,30.8°C,33,3.7 L,2178,Healthy
Komodo Dragon,Exotic,22,Male,70.6 kg,Dehydration,Fever,Lethargy,Appetite Loss,10 days,Yes,Yes,No,No,Yes,No,No,No,Yes,36.3°C,72,0.6 L,659,Viral Infection
Komodo Dragon,Exotic,1,Male,50.8 kg,Fever,Appetite Loss,Lethargy,Sneezing,2 days,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,36.3°C,53,1.5 L,604,Fungal Dermatitis
Komodo Dragon,Exotic,4,Female,70.1 kg,Dehydration,Skin Lesions,Lethargy,Weakness,2 weeks,No,No,No,No,No,No,Yes,No,No,37.7°C,78,0.3 L,489,Parasitic Gastritis
Komodo Dragon,Exotic,22,Female,75.2 kg,Skin Lesions,Lameness,Labored Breathing,Diarrhea,10 days,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,37.5°C,48,1.4 L,1496,Nutritional Deficiency
Komodo Dragon,Exotic,2,Female,87.9 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,31.6°C,39,4.1 L,2081,Healthy
Komodo Dragon,Exotic,6,Male,82.2 kg,Sneezing,Weakness,Dehydration,Lameness,2 days,Yes,Yes,Yes,Yes,No,Yes,No,No,No,36.1°C,79,0.6 L,473,Nutritional Deficiency
Komodo Dragon,Exotic,13,Male,53.0 kg,Weight Loss,Weakness,Appetite Loss,Skin Lesions,2 weeks,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,37.4°C,51,2.4 L,529,Viral Infection
Komodo Dragon,Exotic,10,Female,73.3 kg,Sneezing,Vomiting,Skin Lesions,Weakness,3 weeks,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,35.4°C,63,0.9 L,364,Parasitic Gastritis
Komodo Dragon,Exotic,8,Male,71.2 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,30.6°C,24,4.3 L,2199,Healthy
Komodo Dragon,Exotic,3,Female,50.2 kg,Weakness,Vomiting,Fever,Lethargy,10 days,Yes,Yes,No,Yes,Yes,No,No,No,No,35.4°C,49,1.5 L,243,Heat Stress
Komodo Dragon,Exotic,15,Male,59.7 kg,Weakness,Labored Breathing,Lethargy,Sneezing,4 days,No,No,Yes,No,Yes,No,No,Yes,No,36.4°C,73,0.5 L,1386,Nutritional Deficiency
Komodo Dragon,Exotic,20,Male,81.0 kg,Vomiting,Eye Discharge,Labored Breathing,Weakness,4 days,No,Yes,No,No,Yes,No,No,No,Yes,37.3°C,44,1.4 L,749,Parasitic Gastritis
Komodo Dragon,Exotic,4,Female,58.7 kg,Fever,Labored Breathing,Weakness,Nasal Discharge,1 week,Yes,No,No,No,Yes,Yes,No,Yes,Yes,35.2°C,72,0.2 L,635,Heat Stress
Komodo Dragon,Exotic,16,Female,82.6 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,33.9°C,28,4.1 L,3754,Healthy
Komodo Dragon,Exotic,2,Male,75.5 kg,Dehydration,Skin Lesions,Labored Breathing,Coughing,1 week,Yes,No,No,Yes,Yes,Yes,Yes,No,No,36.8°C,54,0.7 L,1119,Nutritional Deficiency
Komodo Dragon,Exotic,16,Male,56.3 kg,Weight Loss,Coughing,Fever,Appetite Loss,2 weeks,Yes,No,No,Yes,No,No,No,Yes,Yes,36.5°C,40,0.3 L,1285,Heat Stress
Komodo Dragon,Exotic,14,Male,81.8 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,32.7°C,38,2.2 L,2281,Healthy
Komodo Dragon,Exotic,16,Female,79.7 kg,Labored Breathing,Weakness,Sneezing,Coughing,2 days,No,Yes,No,Yes,Yes,No,No,No,No,36.2°C,45,0.7 L,1052,Parasitic Gastritis
Komodo Dragon,Exotic,13,Female,87.8 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,33.5°C,33,2.6 L,3988,Healthy
Komodo Dragon,Exotic,1,Female,85.4 kg,Eye Discharge,Appetite Loss,Vomiting,Lethargy,2 days,Yes,Yes,No,No,No,No,No,No,Yes,36.9°C,67,1.7 L,949,Parasitic Gastritis
Komodo Dragon,Exotic,15,Male,89.1 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,34.7°C,24,3.3 L,2497,Healthy
Komodo Dragon,Exotic,3,Male,71.2 kg,Sneezing,Lameness,Weakness,Diarrhea,2 weeks,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,35.2°C,79,1.4 L,924,Fungal Dermatitis
Komodo Dragon,Exotic,4,Female,86.9 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,30.2°C,32,2.0 L,3300,Healthy
Komodo Dragon,Exotic,12,Female,51.1 kg,Skin Lesions,Dehydration,Eye Discharge,Weakness,4 days,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,36.5°C,72,0.6 L,915,Heat Stress
Komodo Dragon,Exotic,18,Male,75.0 kg,Vomiting,Lameness,Weight Loss,Eye Discharge,3 weeks,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,35.4°C,57,0.7 L,1252,Fungal Dermatitis
Komodo Dragon,Exotic,18,Female,74.8 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,34.9°C,31,3.6 L,3151,Healthy
Komodo Dragon,Exotic,3,Male,53.7 kg,Skin Lesions,Lethargy,Weight Loss,Fever,2 weeks,No,Yes,No,Yes,Yes,No,Yes,No,No,37.5°C,63,1.4 L,1121,Nutritional Deficiency
Komodo Dragon,Exotic,4,Male,57.1 kg,Skin Lesions,Diarrhea,Weakness,Lameness,10 days,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,37.2°C,78,0.3 L,963,Parasitic Gastritis
Komodo Dragon,Exotic,17,Female,65.5 kg,Weakness,Lethargy,Diarrhea,Skin Lesions,2 days,No,No,Yes,No,No,No,Yes,No,No,35.2°C,61,0.3 L,435,Parasitic Gastritis
Komodo Dragon,Exotic,13,Male,69.0 kg,Appetite Loss,Vomiting,Nasal Discharge,Eye Discharge,2 weeks,Yes,Yes,No,No,No,Yes,No,Yes,Yes,35.5°C,63,2.5 L,472,Bacterial Pneumonia
Komodo Dragon,Exotic,4,Female,84.5 kg,Dehydration,Skin Lesions,Eye Discharge,Diarrhea,1 week,Yes,Yes,Yes,No,No,No,Yes,No,Yes,36.6°C,65,1.3 L,951,Parasitic Gastritis
Komodo Dragon,Exotic,14,Female,70.6 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,31.7°C,30,3.3 L,2301,Healthy
Komodo Dragon,Exotic,20,Female,68.1 kg,Fever,Diarrhea,Sneezing,Eye Discharge,1 week,Yes,Yes,Yes,No,No,No,Yes,No,Yes,36.6°C,44,2.2 L,693,Bacterial Pneumonia
Komodo Dragon,Exotic,2,Male,78.1 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,31.8°C,22,4.3 L,2847,Healthy
Komodo Dragon,Exotic,18,Male,71.8 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,34.4°C,24,4.7 L,3628,Healthy
Komodo Dragon,Exotic,8,Female,76.3 kg,Lethargy,Sneezing,Eye Discharge,Coughing,2 weeks,Yes,Yes,No,Yes,No,No,No,No,Yes,37.9°C,74,1.0 L,1501,Viral Infection
Komodo Dragon,Exotic,10,Male,50.5 kg,Diarrhea,Weakness,Appetite Loss,Lameness,2 weeks,Yes,No,Yes,No,No,Yes,No,Yes,No,35.4°C,52,2.1 L,1302,Fungal Dermatitis
Komodo Dragon,Exotic,9,Female,78.5 kg,Lethargy,Nasal Discharge,Lameness,Coughing,3 weeks,No,No,No,Yes,No,Yes,No,Yes,No,37.4°C,66,2.3 L,925,Parasitic Gastritis
Komodo Dragon,Exotic,15,Male,60.5 kg,Appetite Loss,Diarrhea,Eye Discharge,Dehydration,2 weeks,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,37.6°C,77,1.4 L,691,Viral Infection
Komodo Dragon,Exotic,2,Female,73.0 kg,Eye Discharge,Sneezing,Diarrhea,Lameness,2 days,No,No,Yes,Yes,Yes,Yes,No,No,Yes,35.3°C,47,0.5 L,636,Bacterial Pneumonia
Komodo Dragon,Exotic,24,Male,77.1 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,31.5°C,36,4.9 L,3375,Healthy
Komodo Dragon,Exotic,16,Male,58.6 kg,Appetite Loss,Lameness,Skin Lesions,Dehydration,1 week,Yes,No,Yes,Yes,No,Yes,Yes,No,No,37.6°C,45,2.5 L,1168,Fungal Dermatitis
Komodo Dragon,Exotic,15,Female,74.5 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,34.4°C,22,2.4 L,3505,Healthy
Komodo Dragon,Exotic,18,Male,80.8 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,30.0°C,22,4.4 L,3736,Healthy
Komodo Dragon,Exotic,2,Female,77.6 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,33.3°C,28,2.3 L,3971,Healthy
Komodo Dragon,Exotic,23,Female,89.1 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,34.2°C,23,3.2 L,2496,Healthy
Komodo Dragon,Exotic,2,Male,76.2 kg,Weight Loss,Nasal Discharge,Labored Breathing,Sneezing,3 weeks,Yes,No,No,No,Yes,No,Yes,Yes,No,36.9°C,69,0.8 L,1216,Bacterial Pneumonia
Komodo Dragon,Exotic,4,Male,55.3 kg,Weakness,Labored Breathing,Lameness,Diarrhea,1 week,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,35.4°C,57,1.7 L,1099,Viral Infection
Komodo Dragon,Exotic,16,Female,58.7 kg,Nasal Discharge,Vomiting,Lameness,Weight Loss,2 weeks,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,37.4°C,55,0.3 L,1090,Heat Stress
Komodo Dragon,Exotic,13,Female,78.2 kg,Dehydration,Weight Loss,Skin Lesions,Lethargy,2 weeks,Yes,No,Yes,No,No,No,Yes,No,No,37.8°C,65,1.9 L,1008,Fungal Dermatitis
Komodo Dragon,Exotic,18,Female,85.8 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,30.2°C,37,3.0 L,2426,Healthy
Komodo Dragon,Exotic,6,Male,78.6 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,32.3°C,31,4.5 L,3640,Healthy
Komodo Dragon,Exotic,17,Male,75.1 kg,Eye Discharge,Coughing,Appetite Loss,Weakness,2 days,Yes,No,No,Yes,Yes,No,Yes,No,Yes,36.2°C,73,1.2 L,877,Viral Infection
Komodo Dragon,Exotic,19,Female,74.0 kg,Nasal Discharge,Sneezing,Skin Lesions,Coughing,1 week,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,35.1°C,48,1.5 L,1444,Nutritional Deficiency
Komodo Dragon,Exotic,13,Female,68.9 kg,Dehydration,Lethargy,Nasal Discharge,Coughing,1 week,Yes,Yes,Yes,Yes,No,No,No,Yes,No,37.9°C,72,1.3 L,963,Parasitic Gastritis
Komodo Dragon,Exotic,7,Female,60.5 kg,Eye Discharge,Coughing,Labored Breathing,Weakness,1 week,Yes,No,Yes,Yes,Yes,No,No,No,Yes,37.6°C,54,0.9 L,1494,Viral Infection
Komodo Dragon,Exotic,24,Male,84.8 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,32.2°C,35,4.0 L,2710,Healthy
Komodo Dragon,Exotic,8,Female,65.7 kg,Fever,Labored Breathing,Coughing,Vomiting,10 days,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,37.5°C,41,0.8 L,508,Nutritional Deficiency
Komodo Dragon,Exotic,1,Male,83.5 kg,Sneezing,Eye Discharge,Labored Breathing,Vomiting,4 days,Yes,Yes,No,No,Yes,No,No,Yes,Yes,38.0°C,72,1.3 L,1239,Heat Stress
Komodo Dragon,Exotic,10,Female,79.3 kg,Labored Breathing,Skin Lesions,Coughing,Lameness,2 weeks,No,No,No,Yes,Yes,Yes,Yes,No,No,36.4°C,68,1.2 L,1275,Heat Stress
Komodo Dragon,Exotic,17,Female,70.6 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,32.5°C,21,4.9 L,2947,Healthy
Komodo Dragon,Exotic,9,Female,89.8 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,32.4°C,22,2.3 L,3593,Healthy
Komodo Dragon,Exotic,16,Female,89.0 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,32.3°C,33,4.5 L,3814,Healthy
Komodo Dragon,Exotic,13,Female,73.1 kg,Coughing,Dehydration,Eye Discharge,Diarrhea,10 days,Yes,No,Yes,Yes,No,No,Yes,No,Yes,35.0°C,62,0.8 L,986,Heat Stress
Komodo Dragon,Exotic,5,Female,85.0 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,30.2°C,26,3.1 L,3888,Healthy
Komodo Dragon,Exotic,18,Female,75.4 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,33.2°C,36,4.9 L,3337,Healthy
Komodo Dragon,Exotic,24,Female,56.0 kg,Weight Loss,Sneezing,Diarrhea,Eye Discharge,4 days,Yes,No,Yes,No,No,Yes,No,Yes,Yes,36.6°C,72,0.9 L,1208,Viral Infection
Komodo Dragon,Exotic,7,Female,67.2 kg,Coughing,Fever,Lameness,Lethargy,2 weeks,Yes,No,No,Yes,Yes,Yes,Yes,No,No,37.1°C,49,1.2 L,1155,Bacterial Pneumonia
Komodo Dragon,Exotic,21,Female,69.2 kg,Vomiting,Lameness,Lethargy,Fever,3 weeks,No,Yes,No,No,Yes,Yes,No,Yes,No,35.3°C,48,0.5 L,1167,Parasitic Gastritis
Komodo Dragon,Exotic,11,Male,85.4 kg,Labored Breathing,Appetite Loss,Eye Discharge,Diarrhea,1 week,Yes,No,Yes,No,Yes,No,No,No,Yes,37.7°C,76,1.7 L,1348,Fungal Dermatitis
Komodo Dragon,Exotic,17,Female,72.8 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,31.0°C,29,2.5 L,2682,Healthy
Komodo Dragon,Exotic,8,Male,83.9 kg,Lameness,Lethargy,Coughing,Skin Lesions,2 weeks,Yes,No,No,Yes,No,Yes,Yes,No,No,36.5°C,59,0.3 L,1487,Fungal Dermatitis
Komodo Dragon,Exotic,2,Male,51.5 kg,Dehydration,Weight Loss,Labored Breathing,Fever,1 week,No,No,No,No,Yes,Yes,No,No,No,37.3°C,48,0.5 L,831,Parasitic Gastritis
Komodo Dragon,Exotic,8,Female,75.8 kg,Vomiting,Sneezing,Diarrhea,Eye Discharge,2 weeks,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,37.7°C,51,1.3 L,961,Viral Infection
Komodo Dragon,Exotic,8,Male,72.6 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,31.8°C,21,2.9 L,3584,Healthy
Komodo Dragon,Exotic,17,Female,49.1 kg,Dehydration,Vomiting,Lameness,Eye Discharge,3 weeks,Yes,Yes,No,No,Yes,Yes,No,No,Yes,37.8°C,65,0.4 L,952,Nutritional Deficiency
Komodo Dragon,Exotic,9,Male,87.8 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,34.3°C,30,3.0 L,2606,Healthy
Komodo Dragon,Exotic,23,Male,85.4 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,34.1°C,21,4.3 L,2969,Healthy
Komodo Dragon,Exotic,21,Male,73.1 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,30.1°C,24,2.5 L,2571,Healthy
Komodo Dragon,Exotic,11,Female,80.0 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,30.1°C,37,4.4 L,2089,Healthy
Komodo Dragon,Exotic,7,Female,80.9 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,34.0°C,35,4.6 L,2533,Healthy
Komodo Dragon,Exotic,14,Female,77.0 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,34.4°C,27,2.6 L,2813,Healthy
Komodo Dragon,Exotic,8,Female,74.3 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,32.4°C,24,3.5 L,3605,Healthy
Komodo Dragon,Exotic,20,Female,70.2 kg,Labored Breathing,Vomiting,Nasal Discharge,Eye Discharge,4 days,No,Yes,No,No,Yes,No,Yes,Yes,Yes,36.1°C,76,2.5 L,1206,Heat Stress
Komodo Dragon,Exotic,11,Female,68.2 kg,Appetite Loss,Labored Breathing,Fever,Diarrhea,1 week,Yes,No,Yes,Yes,Yes,No,No,No,Yes,37.8°C,41,1.7 L,305,Parasitic Gastritis
Komodo Dragon,Exotic,5,Male,70.1 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,33.3°C,39,4.5 L,2301,Healthy
Komodo Dragon,Exotic,1,Female,53.3 kg,Diarrhea,Labored Breathing,Nasal Discharge,Coughing,4 days,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,36.8°C,77,0.9 L,972,Parasitic Gastritis
Komodo Dragon,Exotic,21,Male,56.5 kg,Weight Loss,Labored Breathing,Eye Discharge,Sneezing,4 days,No,No,Yes,No,Yes,No,No,No,Yes,36.6°C,74,2.5 L,1458,Fungal Dermatitis
Komodo Dragon,Exotic,1,Male,72.3 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,31.0°C,38,4.8 L,3091,Healthy
Komodo Dragon,Exotic,20,Male,82.4 kg,Coughing,Diarrhea,Skin Lesions,Dehydration,4 days,Yes,No,Yes,Yes,Yes,No,Yes,No,No,36.9°C,67,2.3 L,1353,Viral Infection
Komodo Dragon,Exotic,15,Female,72.3 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,33.5°C,26,4.8 L,3589,Healthy
